user_id,signup_date,engagement_week,retained_users,total_retained_users
12420,"2014-05-13 15:49:00",19,1,495
12421,"2014-05-14 17:05:00",19,1,495
12425,"2014-05-14 00:38:00",19,1,495
12429,"2014-05-14 15:47:00",19,1,495
12432,"2014-05-14 12:28:00",19,1,495
12434,"2014-05-14 10:25:00",19,1,495
12436,"2014-05-14 10:20:00",19,1,495
12438,"2014-05-14 23:20:00",19,1,495
12439,"2014-05-14 07:58:00",19,1,495
12440,"2014-05-14 10:50:00",19,1,495
12441,"2014-05-14 16:40:00",19,1,495
12443,"2014-05-14 11:57:00",19,1,495
12445,"2014-05-14 18:02:00",19,1,495
12447,"2014-05-14 13:52:00",19,1,495
12448,"2014-05-14 07:55:00",19,1,495
12449,"2014-05-14 10:38:00",19,1,495
12451,"2014-05-14 18:34:00",19,1,495
12452,"2014-05-14 10:32:00",19,1,495
12454,"2014-05-14 15:33:00",19,1,495
12456,"2014-05-14 14:26:00",19,1,495
12460,"2014-05-14 17:49:00",19,1,495
12462,"2014-05-14 10:51:00",19,1,495
12463,"2014-05-14 15:29:00",19,1,495
12464,"2014-05-14 16:40:00",19,1,495
12468,"2014-05-14 09:09:00",19,1,495
12470,"2014-05-14 17:58:00",19,1,495
12471,"2014-05-14 23:30:00",19,1,495
12472,"2014-05-14 14:02:00",19,1,495
12473,"2014-05-14 12:31:00",19,1,495
12474,"2014-05-14 22:52:00",19,1,495
12477,"2014-05-14 09:33:00",19,1,495
12478,"2014-05-14 13:38:00",19,1,495
12480,"2014-05-14 09:56:00",19,1,495
12481,"2014-05-14 10:13:00",19,1,495
12483,"2014-05-14 13:00:00",19,1,495
12486,"2014-05-15 13:38:00",19,1,495
12487,"2014-05-15 07:21:00",19,1,495
12488,"2014-05-15 12:00:00",19,1,495
12490,"2014-05-15 17:40:00",19,1,495
12492,"2014-05-15 04:27:00",19,1,495
12493,"2014-05-15 10:21:00",19,1,495
12496,"2014-05-15 16:52:00",19,1,495
12497,"2014-05-15 23:05:00",19,1,495
12499,"2014-05-15 15:59:00",19,1,495
12501,"2014-05-15 05:15:00",19,1,495
12503,"2014-05-15 07:30:00",19,1,495
12505,"2014-05-15 09:48:00",19,1,495
12506,"2014-05-15 16:48:00",19,1,495
12509,"2014-05-15 08:23:00",19,1,495
12510,"2014-05-15 15:20:00",19,1,495
12512,"2014-05-15 20:55:00",19,1,495
12515,"2014-05-15 17:26:00",19,1,495
12516,"2014-05-15 14:33:00",19,1,495
12517,"2014-05-15 16:48:00",19,1,495
12518,"2014-05-15 15:55:00",19,1,495
12519,"2014-05-15 07:53:00",19,1,495
12521,"2014-05-15 18:17:00",19,1,495
12522,"2014-05-15 15:40:00",19,1,495
12524,"2014-05-15 18:24:00",19,1,495
12526,"2014-05-15 15:12:00",19,1,495
12527,"2014-05-15 07:01:00",19,1,495
12529,"2014-05-15 15:50:00",19,1,495
12530,"2014-05-15 08:00:00",19,1,495
12531,"2014-05-15 12:18:00",19,1,495
12534,"2014-05-15 16:32:00",19,1,495
12537,"2014-05-15 08:01:00",19,1,495
12539,"2014-05-15 06:10:00",19,1,495
12541,"2014-05-15 10:07:00",19,1,495
12543,"2014-05-15 14:11:00",19,1,495
12544,"2014-05-15 17:57:00",19,1,495
12545,"2014-05-15 11:29:00",19,1,495
12547,"2014-05-15 16:26:00",19,1,495
12548,"2014-05-15 03:35:00",19,1,495
12550,"2014-05-16 14:16:00",19,1,495
12551,"2014-05-16 15:45:00",19,1,495
12553,"2014-05-16 11:31:00",19,1,495
12554,"2014-05-16 09:29:00",19,1,495
12558,"2014-05-16 13:55:00",19,1,495
12560,"2014-05-16 12:17:00",19,1,495
12562,"2014-05-16 12:44:00",19,1,495
12564,"2014-05-16 14:30:00",19,1,495
12565,"2014-05-16 14:57:00",19,1,495
12567,"2014-05-16 16:10:00",19,1,495
12569,"2014-05-16 16:05:00",19,1,495
12570,"2014-05-16 17:47:00",19,1,495
12571,"2014-05-16 11:34:00",19,1,495
12573,"2014-05-16 07:13:00",19,1,495
12574,"2014-05-16 17:23:00",19,1,495
12576,"2014-05-16 17:14:00",19,1,495
12577,"2014-05-16 14:53:00",19,1,495
12578,"2014-05-16 14:08:00",19,1,495
12582,"2014-05-16 20:59:00",19,1,495
12584,"2014-05-16 14:53:00",19,1,495
12585,"2014-05-16 11:53:00",19,1,495
12586,"2014-05-16 00:29:00",19,1,495
12589,"2014-05-16 22:16:00",19,1,495
12591,"2014-05-16 12:33:00",19,1,495
12593,"2014-05-16 12:45:00",19,1,495
12594,"2014-05-16 17:12:00",19,1,495
12595,"2014-05-16 09:54:00",19,1,495
12599,"2014-05-16 10:31:00",19,1,495
12600,"2014-05-16 00:15:00",19,1,495
12603,"2014-05-16 18:48:00",19,1,495
12604,"2014-05-16 17:50:00",19,1,495
12605,"2014-05-16 14:48:00",19,1,495
12607,"2014-05-16 11:10:00",19,1,495
12608,"2014-05-16 18:05:00",19,1,495
12610,"2014-05-16 13:19:00",19,1,495
12611,"2014-05-16 16:33:00",19,1,495
12613,"2014-05-17 13:39:00",19,1,495
12615,"2014-05-17 12:50:00",19,1,495
12617,"2014-05-17 03:27:00",19,1,495
12621,"2014-05-17 00:42:00",19,1,495
12627,"2014-05-17 18:02:00",19,1,495
12628,"2014-05-17 13:35:00",19,1,495
12630,"2014-05-17 07:20:00",19,1,495
12632,"2014-05-18 13:55:00",20,1,672
12633,"2014-05-18 13:39:00",20,1,672
12636,"2014-05-18 16:07:00",20,1,672
12637,"2014-05-18 08:56:00",20,1,672
12640,"2014-05-18 13:33:00",20,1,672
12641,"2014-05-18 14:56:00",20,1,672
12648,"2014-05-18 18:43:00",20,1,672
12652,"2014-05-19 14:16:00",20,1,672
12654,"2014-05-19 16:25:00",20,1,672
12655,"2014-05-19 10:50:00",20,1,672
12656,"2014-05-19 13:56:00",20,1,672
12658,"2014-05-19 13:51:00",20,1,672
12660,"2014-05-19 11:41:00",20,1,672
12662,"2014-05-19 10:15:00",20,1,672
12663,"2014-05-19 17:32:00",20,1,672
12665,"2014-05-19 01:41:00",20,1,672
12666,"2014-05-19 12:49:00",20,1,672
12670,"2014-05-19 12:14:00",20,1,672
12672,"2014-05-19 09:06:00",20,1,672
12674,"2014-05-19 13:36:00",20,1,672
12678,"2014-05-19 18:42:00",20,1,672
12679,"2014-05-19 17:23:00",20,1,672
12683,"2014-05-19 14:07:00",20,1,672
12685,"2014-05-19 04:56:00",20,1,672
12686,"2014-05-19 14:47:00",20,1,672
12687,"2014-05-19 13:33:00",20,1,672
12689,"2014-05-19 12:00:00",20,1,672
12692,"2014-05-19 15:40:00",20,1,672
12695,"2014-05-19 14:18:00",20,1,672
12696,"2014-05-19 06:30:00",20,1,672
12697,"2014-05-19 12:27:00",20,1,672
12698,"2014-05-19 07:55:00",20,1,672
12700,"2014-05-19 18:35:00",20,1,672
12703,"2014-05-19 13:06:00",20,1,672
12705,"2014-05-19 09:56:00",20,1,672
12708,"2014-05-19 20:49:00",20,1,672
12709,"2014-05-19 10:29:00",20,1,672
12710,"2014-05-19 00:58:00",20,1,672
12716,"2014-05-20 09:07:00",20,1,672
12718,"2014-05-20 11:30:00",20,1,672
12723,"2014-05-20 05:59:00",20,1,672
12725,"2014-05-20 17:51:00",20,1,672
12728,"2014-05-20 18:22:00",20,1,672
12732,"2014-05-20 01:03:00",20,1,672
12733,"2014-05-20 04:33:00",20,1,672
12735,"2014-05-20 04:11:00",20,1,672
12738,"2014-05-20 18:21:00",20,1,672
12741,"2014-05-20 17:46:00",20,1,672
12742,"2014-05-20 12:30:00",20,1,672
12743,"2014-05-20 17:53:00",20,1,672
12744,"2014-05-20 16:03:00",20,1,672
12745,"2014-05-20 18:15:00",20,1,672
12747,"2014-05-20 19:55:00",20,1,672
12748,"2014-05-20 14:43:00",20,1,672
12749,"2014-05-20 21:31:00",20,1,672
12751,"2014-05-20 05:21:00",20,1,672
12752,"2014-05-20 15:08:00",20,1,672
12753,"2014-05-20 11:53:00",20,1,672
12754,"2014-05-20 02:55:00",20,1,672
12757,"2014-05-20 16:01:00",20,1,672
12758,"2014-05-20 22:06:00",20,1,672
12759,"2014-05-20 15:04:00",20,1,672
12761,"2014-05-20 10:10:00",20,1,672
12764,"2014-05-20 06:10:00",20,1,672
12770,"2014-05-20 11:21:00",20,1,672
12771,"2014-05-20 23:08:00",20,1,672
12772,"2014-05-20 20:27:00",20,1,672
12773,"2014-05-20 14:14:00",20,1,672
12776,"2014-05-20 09:51:00",20,1,672
12777,"2014-05-20 14:49:00",20,1,672
12780,"2014-05-20 08:33:00",20,1,672
12783,"2014-05-20 18:53:00",20,1,672
12784,"2014-05-20 18:59:00",20,1,672
12785,"2014-05-20 19:00:00",20,1,672
12786,"2014-05-20 18:43:00",20,1,672
12788,"2014-05-20 09:11:00",20,1,672
12791,"2014-05-21 19:12:00",20,1,672
12792,"2014-05-21 09:39:00",20,1,672
12797,"2014-05-21 16:56:00",20,1,672
12798,"2014-05-21 20:08:00",20,1,672
12800,"2014-05-21 14:52:00",20,1,672
12801,"2014-05-21 17:59:00",20,1,672
12805,"2014-05-21 14:54:00",20,1,672
12809,"2014-05-21 09:31:00",20,1,672
12810,"2014-05-21 21:42:00",20,1,672
12811,"2014-05-21 18:34:00",20,1,672
12817,"2014-05-21 16:04:00",20,1,672
12818,"2014-05-21 11:03:00",20,1,672
12820,"2014-05-21 16:07:00",20,1,672
12824,"2014-05-21 17:57:00",20,1,672
12827,"2014-05-21 17:41:00",20,1,672
12828,"2014-05-21 14:19:00",20,1,672
12829,"2014-05-21 23:58:00",20,1,672
12832,"2014-05-21 17:28:00",20,1,672
12833,"2014-05-21 22:32:00",20,1,672
12842,"2014-05-21 08:00:00",20,1,672
12843,"2014-05-21 20:08:00",20,1,672
12844,"2014-05-21 11:59:00",20,1,672
12845,"2014-05-21 08:38:00",20,1,672
